"N1","E2","O3","A4","C5","N6","E7","O8","A9","C10","N11","E12","O13","A14","C15","N16","E17","O18","A19","C20","N21","E22","O23","A24","C25","N26","E27","O28","A29","C30","N31","E32","O33","A34","C35","N36","E37","O38","A39","C40","N41","E42","O43","A44","C45","N46","E47","O48","A49","C50","N51","E52","O53","A54","C55","N56","E57","O58","A59","C60","N61","E62","O63","A64","C65","N66","E67","O68","A69","C70","N71","E72","O73","A74","C75","N76","E77","O78","A79","C80","N81","E82","O83","A84","C85","N86","E87","O88","A89","C90","N91","E92","O93","A94","C95","N96","E97","O98","A99","C100","N101","E102","O103","A104","C105","N106","E107","O108","A109","C110","N111","E112","O113","A114","C115","N116","E117","O118","A119","C120","N121","E122","O123","A124","C125","N126","E127","O128","A129","C130","N131","E132","O133","A134","C135","N136","E137","O138","A139","C140","N141","E142","O143","A144","C145","N146","E147","O148","A149","C150","N151","E152","O153","A154","C155","N156","E157","O158","A159","C160","N161","E162","O163","A164","C165","N166","E167","O168","A169","C170","N171","E172","O173","A174","C175","N176","E177","O178","A179","C180","N181","E182","O183","A184","C185","N186","E187","O188","A189","C190","N191","E192","O193","A194","C195","N196","E197","O198","A199","C200","N201","E202","O203","A204","C205","N206","E207","O208","A209","C210","N211","E212","O213","A214","C215","N216","E217","O218","A219","C220","N221","E222","O223","A224","C225","N226","E227","O228","A229","C230","N231","E232","O233","A234","C235","N236","E237","O238","A239","C240"
3.31,4,4,4,4,2,5,4,2,2,2,4,4,4,4,3,2,4,4,4,4,4,4,3,2,2,4,3,3,2,4,4,2,4,4,3,4,4,2,2,2,4,4,4,3,4,2,4,2,2,3,5,4,3,2,1,4,4,4,3,2,4,4,3.46,4,2,4,5,2,2,2,3,4,2,2,2,4,2,2,3,4,4,4,4,4,4,4,3,2,2,2,4,4,4,2,2,5,4,4,4,4,3,4,4,2,3,4,4,2,4,5,5,2,4,4,1,2,4,4,4,2.83,4,4,4,4,2,4,5,4,4,2,4,5,4,4,2,4,2,4,4,4,4,4,4,4,2,4,4,3,2,3,4,4,4,4,4,2,4,3,2,4,2,2,5,3,2,2,4,4,4,4,4,4,4,4,2,4,4,4,2,2,5,4,3.63,3,4,5,4,2,2,3,2,4,4,4,4,3,4,2,4,4,3,4,4,4,2,2,3,3,2,2,4,4,4,4,4,5,4,2,2,4,4,2,4,4,4,4,4,2,3,2,4,4,3,4,2,4,4,1,3
4,4,4,4,3,2,5,4,4,2,4,3,3,4,3,2,2,2,4,4,4,3,3,3,3,4,5,5,3,2,4,4,4,3,2,3,5,4,4,3,2,4,5,4,4,3,3,3,1,2,2,5,4,3,2,2,5,3,3,3,4,4,5,4,4,2,4,4,2,2,4,3,4,4,4,4,4,3,2,2,3,4,5,4,3,4,4,5,4,2,2,4,4,4,3,2,5,3,3,2,4,4,4,4,1,2,4,4,3,3,4,2,3,4,2,2,4,4,4,3,4,4,4,4,3,2,4,4,4,4,3,3,4,3,4,2,4,3,4,2,4,4,5,4,3,3,4,3,4,2,4,4,4,4,4,2,2,4,4,2,2,3,4,4,3,2,2,4,2,3,4,4,4,4,2,2,4,4,4,2,4,4,4,4,4,4,5,3,5,1,4,3,3,4,3,2,3,4,4,3,4,4,4,3,2,2,4,5,4,2,4,4,4,3,4,4,4,3,3,4,2,4,2,4,4,2,4,4,3,1,3,2,3,4,3,2,4,3,3,4
3,3,4,3,3,3,4,4,2,3,2,3,2,2,3,3,3,3,3,3,4,3,3,2,4,3,1,2,3,3,2,4,3,2,3,3,4,3,3,3,1,5,4,4,4,5,3,3,1,3,3,3,4,2,2,2,4,1,4,3,2,3,4,4,3,4,3,4,2,3,1,2,4,3,4,3,3,3,2,4,3,3,3,2,4,2,5,5,2,2,3,3,3,4,3,3,4,2,3,3,3,2,4,4,3,3,3,4,2,4,3,4,3,3,4,3,3,2,2,2,2,4,2,5,3,1,3,2,4,4,2,3,3,4,4,2,4,3,4,4,4,4,3,2,4,2,4,4,3,2,2,3,4,4,4,2,4,4,4,3,1,3,3,4,3,4,3,4,2,4,3,2,4,2,3,2,4,3,3,3,3,3,4,3,4,3,4,3,4,2,2,3,3,2,3,2,3,4,3,4,4,3,4,2,3,2,4,3,3,3,1,4,3,4,3,4,4,3,3,2,2,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,4,3,2,3
4,3,5,3,3,3,4,4,3,3,4,4,4,2,4,2,2,3,3,4,4,5,3,2,4,2,5,5,3,3,3,4,4,4,3,3,3,4,2,3,4,2,5,3,3,4,3,4,1,4,3,4,4,2,4,3,5,3,4,3,4,3,5,3,4,1,3,5,2,3,4,4,5,2,3,5,4,3,4,4,3,4,3,3,4,4,4,5,3,2,2,2,4,5,4,3,5,5,2,3,5,3,5,4,1,3,3,4,3,5,5,5,2,4,4,3,5,5,4,3,4,5,5,3,3,2,3,4,5,4,4,3,5,3,4,2,5,3,3,5,4,4,3,2,4,4,4,3,3,3,3,4,3,4,5,3,3,4,2,4,1,2,5,4,3,2,3,4,2,5,3,3,4,3,3,3,4,5,4,3,3,4,5,3,4,4,5,4,2,1,3,3,4,3,4,3,3,4,4,4,4,3,5,3,2,2,3,5,4,3,4,3,5,4,4,4,5,3,2,3,3,4,5,3,2,3,4,4,3,4,3,2,4,3,4,3,3,3,3,3
4,3,5,4,5,2,4,3,4,1,3,2,2,4,4,3,2,3,3,3,3,4,2,3,4,2,4,4,4,3,2,4,5,2,2,2,3,2,2,4,2,2,3,4,4,4,3,4,2,4,4,5,4,2,3,2,4,3,4,4,3,3,3,4,4,1,3,3,2,4,2,3,4,4,4,5,4,3,4,4,4,4,5,4,4,2,4,5,4,3,2,4,4,4,4,1,4,3,2,4,3,2,4,4,5,4,2,3,3,4,4,4,2,3,3,2,3,2,4,4,2,4,3,4,4,2,3,3,4,4,2,3,3,3,4,2,3,3,4,3,4,4,5,3,4,4,4,4,4,3,2,3,4,4,4,2,3,2,3,2,2,2,4,3,3,2,2,4,2,4,3,5,4,2,4,2,3,4,2,4,2,2,3,4,4,3,4,2,4,2,2,2,4,4,4,4,2,4,3,4,4,2,4,3,2,2,2,5,5,2,2,4,3,4,4,3,4,4,4,4,2,3,4,4,2,4,3,4,4,2,2,4,3,3,4,2,4,3,2,3
2,4,4,4,1,3,5,5,5,1,2,4,5,5,4,1,1,2,5,4,5,3,4,5,5,2,5,4,2,3,2,5,1,3,1,2,4,5,2,4,1,2,5,4,2,4,3,4,1,5,4,4,5,1,4,2,4,3,4,4,2,4,2,5,2,4,4,5,2,2,2,2,4,5,5,5,4,2,4,3,4,2,4,2,4,2,5,5,2,2,2,4,2,5,4,4,5,4,4,4,4,2,5,5,2,2,5,5,2,4,5,4,4,5,2,4,3,4,4,5,2,5,2,2,2,3,1,5,1,4,4,5,4,4,5,2,5,2,5,3,4,4,1,2,4,2,5,2,4,4,2,4,2,2,5,1,1,5,4,4,1,2,5,4,4,4,4,4,4,4,2,4,4,2,2,4,4,5,5,4,1,4,5,4,4,2,5,4,4,2,1,2,2,4,5,2,4,4,5,4,2,4,4,5,4,3,2,4,2,4,1,4,3,4,4,1,5,4,4,2,2,2,2,4,2,5,4,4,3,4,4,2,3,1,4,3,4,4,4,5
3,3,4,3,4,2,2,4,4,4,4,3,3,4,4,2,2,2,4,4,2,3,3,2,4,2,4,4,2,4,2,4,4,4,3,2,4,4,2,4,3,2,4,3,2,3.82,2,3,2,4,2,2,4,4,2,2,4,3,4,4,4,4,4,4,4,1,4,4,2,4,4,4,4,5,5,2,2,2,4,2,3,4,2,4,4,3,4,3,4,2,4,5,4,4,4,1,5,4,2,2,5,2,5,4,3,3,2,3,4,4,4,4,2,4,4,2,4,4,3,4,1,5,5,5,4,1,4,4,5,4,4,4,4,3,4,2,4,3,4,4,3,3,2,3,4,2,4,4,4,4,3,3,2,4,4,2,1,4,3,4,2,2,5,4,3,4,2,4,3,3,2,1,5,3,4,2,4,4,4,4,3,4,4,3,3,4,5,5,3,2,2,3,4,3,4,4,2,5,5,4,3,1,4,4,3,2,5,5,3,2,2,4,4,3,3,1,5,3,2,2,2,4,4,3,3,2,3,4,4,3,2,2,2,4,4,2,4,2,3,3
5,2,5,2,1,2,3.77,3,3,1,3,3,5,5,5,2,2,4,5,5,4,5,4,3,3,3,4,3,3,5,1,5,5,3,3,4,3,4,3,3,4,4,4,3,2,4,4,4,2,1,4,2,5,2,2,2,5,3,5,5,4,3,5,5,3,1,2,5,2,2,3,3,4,5,2,2,3,5,2,2,4,3,2,5,2,1,5,3,3,2,3,5,5,5,5,2,5,3,4,4,3,2,5,4,2,2,5,3,2,3,5,5,2,4,3,2,4,3,4,4,2,5,5,5,3,1,2,4,4,4,4,2,4,3,3,2,4,4,2,4,4,4,2,4,4,4,4,3,4,2,3,4,4,4,3,2,1,4,4,2,2,2,4,4,3,2,2,5,2,4,4,5,4,4,2,2,4,3,5,2,3,5,4,4,3,4,4,4,3,2,4,4,4,3,2,2,4,5,4,2,4,4,3,3,3,2,4,5,4,2,3,4,4,3,2,4,2,3,3,2,2,2,5,3,4,4,5,4,3,1,3,5,4,3,3,3,4,3,2,2
3,3,5,4,4,2,2,4,4,4,3,4,4,4,4,2,2,2,4,4,2,2,3,3,4,3,2,4,4,3,2,2,4,4,3,2,2,4,4,4,2,3,4,5,4,2,5,4,2,4,2,2,4,3,4,2,4,2,2,4,2,4,5,4,4,2,1,2,2,5,2,4,4,4,4,2,4,2,5,4,2,2,2,3,3,4,2,4,3,4,2,2,4,3,3,2,2,4,4,4,4,3,4,4,4,2,3,4,4,4,3,4,2,5,5,2,2,4,4,4,2,3,4,4,4,2,2,5,4,4,4,4,4,3,4,2,2,2,4,2,2,2,2,3,4,2,2,2,3,4,2,2,4,3,4,2,2,4,4,4,2,2,4,4,4,2,2,4,2,4,2,2,4,4,4,2,2,4,4,4,2,3,4,4,4,4,2,4,4,2,4,2,4,3,4,2,2,4,4,4,2,2,4,3,4,2,2,2,3,4,4,4,4,2,4,3,1,3,4,5,2,4,4,3,4,4,3,2,4,4,1,1,5,3,5,1,4,2,2,4
5,4,2,4,3,2,3,4,5,2,5,2,3,5,4,4,4,2,4,5,2,5,1,4,5,4,4,4,4,2,4,2,2,4,2,3,3,4,5,4,5,2,5,4,5,5,4,3,3,4,2,4,4,4,4,2,4,4,5,4,4,4,2,4,4,2,2,4,4,3,4,4,4,5,5,5,4,2,2,4,1,4,4,5,3,4,3,3,3,3,4,5,2,4,4,2,4,2,5,4,2,2,4,5,4,5,3,4,4,5,5,4,2,4,5,2,3,4,4,4,4,4,2,4,3,2,2,3,5,4,5,4,5,3,5,3,3,2,4,4,4,4,3,5,5,3,3,3,4,3,4,2,2,4,2,2,4,4,5,5,5,2,4,4,4,3,4,4,3,5,4,5,2,4,4,2,3,4,4,4,4,4,4,4,3,2,3,4,5,2,4,3,5,5,5,2,3,4,3,4,2,3,4,4,2,3,2,4,4,4,4,4,2,4,4,2,3,4,3,4,4,4,4,5,4,2,3,4,4,4,2,3,4,4,5,3,3,4,2,4
4,3,4,3,4,3,5,5,5,1,4,3,4,5,4,4,3,2,5,3,5,4,5,3,3,3,2,4,4,3,2,5,3,3,2,3,4,5,5,4,2,5,5,5,4,5,4,5,1,2,4,5,5,1,1,3,4,3,5,2,4,4,3,4,3,3,2,4,5,2,3,2,5,5,4,2,4,2,4,4,2,5,2,3,3,4,4,4,3,3,5,5,2,5,3,3,4,5,5,3,1,1,5,5,5,4,3,4,1,3,4,5,5,4,1,1,4,3,3,2,2,5,3,4,3,2,3,4,5,4,3,3,5,5,5,2,4,3,2,3,4,5,1,2,3,3,3,5,5,2,5,4,3,5,4,2,3,5,5,3,1,1,5,5,2,3,2,4,1,4,1,5,5,2,2,2,4,5,5,3,3,5,4,3,4,4,5,5,5,1,3,3,5,4,5,5,4,4,2,2,2,3,5,3,2,3,4,5,5,1,4,4,5,4,2,4,4,3,3,5,3,1,5,3,4,5,4,5,5,2,3,2,5,3,1,3,4,3,1,4
4,1,4,2,4,4,2,5,2,5,1,2,3,5,3,3,2,1,4,2,2,1,2,4,4,4,4,5,4,2,4,5,4,4,2,2,3,4,2,5,3,2,5,3,4,4,3,4,2,4,4,4,5,4,2,2,4,3,3,4,4,4,3,2,4,1,2,4,2,5,2,3,4,5,5,5,4,2,1,3,2,1,5,5,2,4,3,5,4,5,2,5,3,4,4,2,1,3,2,5,4,1,4,5,4,4,2,4,2,3,4,1,4,4,2,2,4,4,4,5,2,4,3,4,3,3,2,3,4,4,2,2,4,2,4,3,2,2,1,4,2,2,5,5,3,4,4,1,5,5,3,4,3,2,3,2,1,5,3,4,4,1,3,3,3,4,4,5,4,4,2,1,4,4,2,2,4,4,4,4,4,3,4,3,3,4,4,4,3,4,3,2,4,4,4,4,2,4,3,3,1,1,3,4,2,3,2,3,2,2,4,3,3,2,3,4,4,4,3,5,3,2,4,4,2,2,3,4,2,3,4,1,5,4,3,3,4,4,4,4
1,2,4,3,4,1,5,4,4,1,2,5,4,4,4,1,2,3,3,4,4,4,4,2,4,2,5,4,3,4,1,5,4,3,2,2,5,4,4,4,1,5,5,4,4,5,4,5,2,4,2,4,4,2,3,2,4,4,4,4,5,5,3,2,4,1,2,3,2,3,4,4,4,3,4,2,5,2,3,4,1,4,4,3,4,2,1,5,1,2,1,4,4,5,4,1,4,4,3,3,3,4,4,5,5,2,4,5,3,4,4,5,2,3,4,2,4,4,4,4,2,5,4,4,4,2,4,5,4,5,2,4,5,4,4,1,5,3,4,4,4,4,4,2,4,2,5,4,4,3,4,4,3,4,4,2,1,4,4,3,1,2,5,4,3,4,2,5,2,4,4,4,4,3,4,2,4,5,3,3,1,4,3,3,4,2,5,5,5,2,2,4,4,4,4,2,3,5,4,3,2,3,5,3,4,2,5,4,3,1,2,4,5,3,3,2,5,4,4,4,2,5,4,4,4,2,4,4,2,2,2,3,5,3,4,2,5,4,2,3
1,2,4,4,2,2,5,3,2,2,2,5,4,3,2,2,2,3,2,4,4,4,2,2,4,2,5,3,2,2,1,5,5,2,2,4,5,5,2,4,1,5,5,4,2,4,4,4,1,2,4,5,5,2,2,2,5,2,3,2,2,3,4,4,4,4,3,2,1,3,2,5,4,4,4,2,5,3,1,3,5,5,2,2,4,1,5,5,4,2,1,5,5,4,3,2,4,1,1,4,4,4,4,3,2,2,5,5,1,4,5,5,2,3,4,2,4,2,2,2,2,4,4,4,3,2,4,2,4,4,2,4,4,4,4,1,5,4,1,5,4,4,2,2,4,2,5,4,2,2,1,4,4,3,5,4,4,4,2,4,1,4,4,4,2,3,4,4,1,4,4,4,4,2,4,2,4,4,3,2,2,4,4,3,4,4,5,4,2,2,2,4,4,3,2,2,4,4,2,3,4,3,4,2,4,2,5,4,2,2,2,4,4,3,2,4,4,2,2,4,2,5,4,2,2,3,5,4,1,3,4,2,4,2,3,3,4,3,2,2
4,3,4,3,4,2,5,2,1,2,2,4,4,3,4,2,1,2,4,3,4,4,4,2,3,2,4,5,2,2,1,3,3,2,1,2,3,2,1,2,1,5,4,3,4,3,4,4,1,3,2,5,4,2,2,2,5,2,3,4,5,4,3,3,4,3,4,1,1,2,2,4,5,3,5,4,4,2,2,4,2,4,4,2,4,1,4,3,2,4,1,3,3,4,4,2,5,2,2,2,4,4,4,3,5,2,4,4,1,4,4,5,3,3,3,1,3,4,1,4,3,4,2,4,3,2,5,3,4,4,4,4,4,3,4,1,5,2,2,3,3,4,3,2,4,2,5,2,3,4,2,4,3,3,4,4,5,3,2,3,1,4,4,4,4,2,3,2,1,3,2,5,4,1,4,1,4,4,3,4,1,3,3,2,4,4,5,2,2,1,1,4,4,3,4,2,2,5,2,3,4,1,4,2,2,2,1,3,2,3,2,2,4,3,3,2,5,4,2,1,2,4,2,2,2,1,4,4,4,1,2,5,3,2,2,1,4,4,2,4
3,5,4,4,2,1,4,3,5,1,2,3,3,5,3,2,2,2,4,4,3,3,2,4,4,1,5,3,3,2,2,5,4,4,2,2,4,2,4,1,2,4,4,4,3,4,4,3,3,2,3,5,3,3,1,1,5,3,4,2,3,4,4,4,3,2,2,2,3,2,3,3,4,4,3,4,2,2,4,2,5,4,3,4,3,3,5,5,3,1,2,4,4,4,3,2,4,1,4,1,4,2,3,4,2,4,4,1,4,2,2,5,3,3,2,2,4,3,3,2,3,4,2,4,3,1,2,2,4,4,3,2,3,3,4,2,4,2,3,4,4,4,2,4,3,3,5,3,3,2,2,4,4,4,5,2,5,1,4,2,2,2,3,4,4,3,4,4,4,3,2,3,1,3,2,2,4,4,4,2,3,3,4,4,3,4,5,2,3,1,3,2,3,4,4,2,3,5,2,2,4,2,3,3,2,2,3,4,2,1,4,4,4,4,3,3,5,2,3,1,2,2,2,3,1,4,5,4,4,2,3,4,3,4,2,3,5,4,2,2
3,4,4,3,4,3,2,4,3,2,4,3,3,5,3,3,4,2,3,5,5,1,2,3,3,1,3,3,3,5,3,4,4,4,1,4,3,5,3,3,1,3,4,3,5,3,4,5,1,3,1,5,5,3,3,2,2,3,5,4,2,4,4,3,4,3,2,3,3,4,2,1,4,5,2,4,5,3,4,4,2,2,3,5,3,3,4,3,4,3,2,5,4,4,3,4,3,3,4,4,1,3,4,4,4,4,3,2,3,4,4,2,4,4,4,3,4,3,5,3,3,4,3,3,3,3,3,4,4,4,3,2,5,3,4,3,4,3,3,3,4,3,3,3,3,2,4,3,2,3,3,2,4,2,5,2,1,5,3,3,2,2,4,4,3,5,2,4,2,3,2,1,5,4,4,1,4,4,5,4,4,5,3,4,3,3,4,4,4,2,2,1,4,4,3,2,3,4,5,2,1,3,4,3,3,3,4,5,3,1,4,4,3,3,4,2,4,4,3,4,3,3,2,4,3,2,4,4,4,2,2,2,5,5,4,2,4,3,3,3
3,3,5,2,3,3,4,5,3,2,3,3,4,4,4,2,2,2,4,3,3,4,4,2,3,3,2,5,3,2,3,5,4,4,2,3,4,4,3,4,3,3,4,4,3,4,3,4,2,2,4,4,5,2,2,2,3,3,4,4,4,4,4,4,3,2,2,4,3,3,3,3,4,4,3,3,4,2,3,3,3,4,4,4,3,4,5,4,3,2,2,4,4,3,3,2,4,4,3,3,2,3,4,4,4,3,3,2,3,4,3,4,4,3,3,2,3,4,4,3,4,4,4,3,3,1,3,4,5,3,3,3,4,4,4,2,4,3,4,3,4,4,4,3,2,3,4,2,4,2,3,4,3,4,3,2,3,3,4,2,2,2,4,3,4,3,2,4,3,4,2,2,4,4,3,2,4,4,4,2,4,3,4,4,3,2,3,4,4,2,2,3,4,4,4,3,3,4,3,4,4,3,4,4,3,2,3,4,4,2,3,4,4,4,3,2,3,3,3,3,2,3,4,4,3,3,3,2,3,3,3,2,4,3,3,3,4,3,2,4
3,4,4,3,3,2,3,3,4,3,3,3,4,4,3,3,2,2,3,2,3,3,4,3,4,2,4,4,3,4,2,4,2,3,2,2,3,4,3,4,2,3,4,3,4,4,3,3,2,3,3,3,4,2,3,2,4,3,4,4,3,4,4,3,3,2,2,2,3,4,3,2,4,4,4,2,3,3,2,3,3,2,4,3,3,3,4,4,3,3,2,4,3,4,3,2,4,4,4,4,3,3,4,5,3,3,2,2,3,3,3,4,3,3,3,3,3,3,4,4,3,4,3,4,4,2,3,4,4,4,3,3,4,3,4,2,4,2,3,4,4,3,2,3,4,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,2,2,4,4,3,3,2,4,3,4,2,3,4,3,3,2,3,4,4,4,3,3,3,3,3,2,3,3,3,3,3,2,4,3,4,2,2,3,4,3,3,2,3,2,3,3,4,4,4,3,3,4,3,3,3,2,3,4,3,4,2,3,2,3,3,2,3,3,4,3,3,2,3,3,3,3,3,3,2,4
5,2,2,5,3,1,2,4,5,2,2,1,4,5,3,1,2,1,5,4,2,4,4,5,3,1,5,5,4,5,1,2,4,5,2,1,1,5,5,5,4,1,1,5,5,1,4,5,2,4,2,5,5,1,2,2,4,4,3,4,1,3,4,2,4,1,1,1,4,5,1,1,4,1,5,1,4,2,5,5,3,3,2,5,3,1,2,1,5,2,1,3,1,5,4,1,5,4,1,5,2,2,2,5,5,2,2,1,5,4,4,4,5,5,4,3,4,5,4,4,1,3,4,5,4,1,1,2,1,3,5,2,2,3,5,3,2,2,4,5,4,2,1,3,4,4,4,4,5,4,2,2,4,5,2,1,1,5,5,5,3,1,3,4,4,2,1,4,5,5,5,1,5,5,2,2,3,5,5,5,3,3,1,5,4,4,2,1,5,1,1,1,3,3,4,1,1,5,2,3,2,1,4,4,2,2,1,5,4,3,1,4,5,2,3,4,1,4,5,5,1,3,1,3,4,1,2,3,3,2,3,4,4,5,3,2,2,5,1,4
2,3,4,3,3,2,4,3,3,2,1,4,4,2,4,3,2,2,4,3,5,5,4,2,4,2,5,4,2,3,2,4,3,4,1,2,4,4,2,3,1,4,4,3,2,3,4,2,3,3,4,2,4.04,2,1,2,4,2,3,4,1,4,4,2,4,2,5,2,1,3,3,3,4,2,4,3,2,1,4,5,5,5,3,4,4,4,4,3,4,4,3,3,2,2,3,3,5,3,3,3,2,2,3,5,2,2,3,4,3,4,5,5,5,4,3,3,5,3,2,4,2,4,4,4,4,2,4,5,4,4,3,4,4,4,4,1,5,3,2,4,3,4,3,3,4,2,3,3,4,2,3,4,2,3,5,1,3,5,1,4,1,2,2,4,2,3,3,5,5,3,4,5,3,2,3,2,4,4,4,2,3,4,4,4,4,4,5,4,3,2,3,4,3,3,4,3,2,4,4,2,4,4,4,3,2,2,4,4,3,3,3,5,3,4,3,5,3,4,2,2,4,3,5,3,4,3,4,2,4,4,2,4,4,3,4,2,5,5,2,5
5,3,3,2,3,2,5,3,2,3,3,2,4,3,4,4,4,2,4,3,3,3,2,4,3,4,4,4,3,3,4,4,3,3,4,3,3,5,3,3,4,2,4,4,3,4,3,3,2,2,3,5,2,4,2,4,4,3,5,5,5,3,3,3,4,2,3,4,2,4,3,3,4,5,2,5,3,2,4,2,4,5,1,5,3,3,2,3,3,3,4,3,3,3,3,3,5,1,2,4,4,1,5,4,2,5,1,3,2,3,3,5,1,4,3,4,4,3,3,5,3,3,4,3,3,2,2,3,3,4,4,3,4,3,4,4,3,3,2,3,3,4,1,5,3,5,3,3,4,4,5,3,2,2,4,3,5,5,2,4,4,1,4,3,3,3,3,3,3,4,2,5,2,4,2,3,3,3,3,5,5,3,5,2,3,4,5,1,3,2,4,2,3,3,5,5,3,4,2,4,3,3,3,3,2,3,1,5,3,2,4,4,4,3,4,5,5,4,3,3,3,3,4,3,2,3,3,3,3,2,3,2,3,5,3,3,4,4,3,5
3,4,3,2,3,2,4,2,4,2,4,2,3,4,4,4,3,2,4,3,2,3,4,3,4,4,4,4,3,2,4,4,4,2,2,2,3,4,2,2,4,2,4,4,4,4,4,4,2,4,4,4,3,4,2,3,4,3,4,4,4,3,4,2,4,2,2,2,2,3,4,4,4,4,4,4,2,2,4,2,4,4,4,3,3,4,3,3,4,4,4,4,3,4,4,2,4,2,2,4,4,2,3,4,2,4,3,2,4,4,4,2,2,4,2,4,4,3,4,4,4,4,2,4,4,2,2,1,4,2,4,2,4,2,4,4,4,2,4,2,4,3,2,4,4,4,4,4,4,4,4,4,2,4,4,2,3,4,2,4,3,2,4,4,3,4,3,4,2,4,4,2,2,4,2,3,4,4,4,4,4,4,3,4,3,4,3,2,3,2,4,4,4,2,4,4,2,4,4,2,3,2,2,4,2,2,4,4,4,4,4,3,4,4,4,2,2,2,3,2,4,2,2,2,4,4,3,2,2,2,3,2,2,4,3,3,4,3,2,4
1,3,3,4,4,2,2,5,4,2,1,4,3,4,4,2,1,2,3,3,3,3,4,5,3,1,4,5,5,4,1,2,3,3,1,2,3,4,4,1,1,4,2,4,3,4,3,4,1,3,3,5,5,2,2,1,4,5,3,4,5,3,3,4,4,1,1,5,3,2,1,3,5,3,2,1,4,3,3,4,3,2,5,3,3,1,4,5,4,2,1,3,3,4,3,1,4,1,2,2,1,4,5,4,4,2,2,4,4,3,3,5,4,3,2,2,4,5,4,3,2,3,4,4,4,2,1,3,4,4,3,3,3,5,5,1,4,3,3,3,4,3,5,2,4,1,4,4,5,3,1,4,5,4,4,2,3,4,5,2,1,1,4,4,3,5,1,4,2,4,4,4,5,3,3,2,3,4,4,3,5,4,4,3,3,1,5,5,5,1,1,3,4,4,3,3,1,3,2,4,3,3,4,5,4,2,1,4,4,1,1,4,4,3,2,2,2,2,5,3,1,4,1,3,3,2,3,2,2,2,2,1,5,3,2,1,3,3,1,3
2,4,4,3,4,3,5,3,4,2,4,2,3,4,4,2,4,2,5,1,3,3,2,4,3,3,2,3,4,4,4,4,3,3,3,2,5,4,4,3,4,2,4,4,4,4,2,3,2,2,3,5,4,4,2,2,3,4,4,3,4,4,2,4,3,2,2,2,3,2,3,2,4,4,4,4,2,2,4,1,3,4,2,4,2,4,2,2,3,2,4,4,3,4,2,3,5,4,4,2,2,1,3,5,4,4,2,5,3,3,4,5,2,4,2,3,2,3,4,3,4,5,3,4,2,2,4,4,4,3,4,2,4,4,4,3,2,2,3,4,2,4,2,5,4,4,4,4,4,3,4,4,2,4,3,3,3,4,4,2,4,2,3,4,3,4,4,4,3,4,4,4,4,4,1,3,3,4,4,2,4,3,4,4,3,4,4,2,5,3,4,2,3,4,4,4,3,3,4,3,3,3,3,3,2,3,2,4,4,4,3,4,4,4,3,3,4,3,4,1,4,2,3,4,2,2,2,4,3,4,3,3,3,4,3,3,4,3,4,4
3,3,5,4,4,2,4,2,3,3,4,4,4,4,4,3,2,2,4,3,3,3,3,2,3,2,5,4,3,3,2,4,4,4,2,3,4,5,3,2,2,3,4,4,2,4,3,3,2,4,3,5,4,2,3,2,5,4,4,3,3,5,5,4,3,2,3,2,1,3,2,4,4,3,3,2,4,2,3,3,3,4,2,4,3,2,3,5,3,3,2,4,4,4,4,4,5,4,3,4,4,3,4,4,4,3,2,4,3,3,5,4,2,4,4,3,3,4,4,3,2,5,5,4,3,2,2,2,3,3,4,4,4,4,4,3,4,2,3,3,4,4,3,3,4,2,4,3,4,3,3,4,4,3,4,2,4,4,4,2,2,2,4,4,3,3,3,2,2,3,3,4,4,3,3,2,4,5,5,4,4,4,4,3,4,4,5,2,4,3,3,3,4,4,3,2,2,4,4,3,4,4,3,2,2,3,4,4,4,3,2,4,4,4,3,2,5,4,2,4,3,4,2,3,4,2,3,2,3,2,3,2,4,4,3,2,4,3,4,4
2,4,4,4,3,2,4,4,4,2,2,3,4,3,4,2,2,4,4,4,4,4,4,3,2,2,4,4,4,2,2,2,4,4,2,3,4,4,4,3,2,2,4,3,4,4,4,4,2,3,3,2,5,2,2,2,4,4,4,3,2,4,4,4,3,2,4,4,4,2,2,3,4,4,2,4,2,4,4,2,4,4,4,4,4,2,4,3,4,2,2,4,4,4,2,2,4,4,4,2,4,4,4,4,2,3,4,2,4,4,4,4,4,4,3,2,4,4,4,3,3,4,4,4,3,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2.48,2,4,4,4,4,3,4,4,3,3,4,4,2,4,4,4,4,4,4,2,4,4,4,2,3,4,4,4,3,3,4,4,4,2,2,3,4,4,3,4,3,4,3,4,4,4,4,3,3,3,4,5,4,3,2,4,4,4,3,2,4,4,3,2,2,3,4,4,4,2,4,4,2,4,3,3,4,4,2,2,4,4,2,3
